,PRODUCT_LIBRARY_KEY,CLIENT_ID,PRODUCT_DESCRIPTION_x,SIZE_RAW_x,SIZE_VALUE,PACK_RAW_x,AGE,ProductKey,PRODUCT_DESCRIPTION_y,SIZE_RAW_y,PACK_RAW_y
2890,6535,,TROPICAL BLK SEMI SWEET,750M,0.75,12.0,,6535,TROPICAL BLK SEMI SWEET,750M,12.0
2891,6536,,TROPICAL RED SEMI SWEET,750M,0.75,12.0,,6536,TROPICAL RED SEMI SWEET,750M,12.0
2892,6537,,SNOWFLAKES SWEET RED WINE,750M,0.75,12.0,,6537,SNOWFLAKES SWEET RED WINE,750M,12.0
2893,6538,,SNOWFLAKES MOSCATO D'ASTI,750M,0.75,12.0,,6538,SNOWFLAKES MOSCATO D'ASTI,750M,12.0
2894,6539,,GEYSER PEAK WALKING TREE CAB,750M,0.75,6.0,,6539,GEYSER PEAK WALKING TREE CAB,750M,6.0
2895,6540,,GEYSER PEAK CAB,750M,0.75,12.0,,6540,GEYSER PEAK CAB,750M,12.0
2896,6541,,GEYSER PEAK WALKING TREE CAB,750M,0.75,12.0,,6541,GEYSER PEAK WALKING TREE CAB,750M,12.0
2897,6542,,GEYSER PEAK CHARD,750M,0.75,12.0,,6542,GEYSER PEAK CHARD,750M,12.0
2898,6543,,GEYSER PEAK SAUV BL,750M,0.75,12.0,,6543,GEYSER PEAK SAUV BL,750M,12.0
2899,6544,,GEYSER PEAK P GRIGIO,750M,0.75,12.0,,6544,GEYSER PEAK P GRIGIO,750M,12.0
2900,6545,,TROPICAL STRBRY MOSCATO,750M,0.75,12.0,,6545,TROPICAL STRBRY MOSCATO,750M,12.0
2901,6546,,HARDYS WHISKERS PORT,750M,0.75,12.0,,6546,HARDYS WHISKERS PORT,750M,12.0
2902,6547,,STONES GINGER WINE,750M,0.75,12.0,,6547,STONES GINGER WINE,750M,12.0
2903,6548,,MUD HOUSE SAUV BL,750M,0.75,12.0,,6548,MUD HOUSE SAUV BL,750M,12.0
2904,6549,,HAY MAKER SAUV BL,750M,0.75,12.0,,6549,HAY MAKER SAUV BL,750M,12.0
2905,6550,,ST HALLETT FAITH SHIRAZ,750M,0.75,12.0,,6550,ST HALLETT FAITH SHIRAZ,750M,12.0
2906,6551,,ST HALLETT OV GRENACHE,750M,0.75,6.0,,6551,ST HALLETT OV GRENACHE,750M,6.0
2907,6552,,NEW AGE RED,750M,0.75,12.0,,6552,NEW AGE RED,750M,12.0
2908,6553,,TROPICAL PASSION FRUIT MOSCATO,750M,0.75,12.0,,6553,TROPICAL PASSION FRUIT MOSCATO,750M,12.0
2909,6554,,TROPICAL MANGO MOSCATO,750M,0.75,12.0,,6554,TROPICAL MANGO MOSCATO,750M,12.0
2910,6555,,FOPPIANO SAUV BL,750M,0.75,12.0,,6555,FOPPIANO SAUV BL,750M,12.0
2911,6556,,LUCA BOSIO DARK SWT RED,750M,0.75,12.0,,6556,LUCA BOSIO DARK SWT RED,750M,12.0
2912,6557,,LUCA BOSIO BLK SWT RED,750M,0.75,12.0,,6557,LUCA BOSIO BLK SWT RED,750M,12.0
2913,6558,,LUCA BOSIO ROSSO SEMI SWT RED,750M,0.75,12.0,,6558,LUCA BOSIO ROSSO SEMI SWT RED,750M,12.0
2914,6559,,TROPICAL MANGO MOSCATO,375M,0.375,12.0,,6559,TROPICAL MANGO MOSCATO,375M,12.0
2915,6560,,TROPICAL PASSION FRUIT MOSCATO,375M,0.375,12.0,,6560,TROPICAL PASSION FRUIT MOSCATO,375M,12.0
2916,6561,,GUSTAVE LORENTZ P GRIS RSV,750M,0.75,12.0,,6561,GUSTAVE LORENTZ P GRIS RSV,750M,12.0
2917,6562,,BIANCHI VALENTIN CAB,750M,0.75,12.0,,6562,BIANCHI VALENTIN CAB,750M,12.0
2918,6563,,DA LUCA PROSECCO,187M,0.187,24.0,,6563,DA LUCA PROSECCO,187M,24.0
2919,6564,,BIANCHI PARTICULAR CAB,750M,0.75,6.0,,6564,BIANCHI PARTICULAR CAB,750M,6.0
2920,6565,,GRAN FAMIGLIA UCO VLY MALBEC,750M,0.75,12.0,,6565,GRAN FAMIGLIA UCO VLY MALBEC,750M,12.0
2921,6566,,GRAN FAMIGLIA BIANCHI CORT RED,750M,0.75,12.0,,6566,GRAN FAMIGLIA BIANCHI CORT RED,750M,12.0
