,PRODUCT_LIBRARY_KEY,CLIENT_ID,PRODUCT_DESCRIPTION_x,SIZE_RAW_x,SIZE_VALUE,PACK_RAW_x,AGE,ProductKey,PRODUCT_DESCRIPTION_y,SIZE_RAW_y,PACK_RAW_y
845,4465,,Vina Eguia Tempranillo Rsva Rioja 10 - 750ML (12),750ML,0.75,12.0,,4465,Vina Eguia Tempranillo Rsva Rioja 10 - 750ML (12),750ML,12.0
846,4466,,Vina Eguia Tempranillo Rsva Rioja 13 - 750ML (12),750ML,0.75,12.0,,4466,Vina Eguia Tempranillo Rsva Rioja 13 - 750ML (12),750ML,12.0
847,4467,,Vallado Porto 10Yr Tawny - 500ML (6),500ML,0.5,6.0,,4467,Vallado Porto 10Yr Tawny - 500ML (6),500ML,6.0
848,4468,,Vallado Douro Red 11 - 750ML (6),750ML,0.75,6.0,,4468,Vallado Douro Red 11 - 750ML (6),750ML,6.0
849,4469,,Vallado Douro Red 12 - 750ML (12),750ML,0.75,12.0,,4469,Vallado Douro Red 12 - 750ML (12),750ML,12.0
850,4470,,Vallado Douro Red 13 - 750ML (12),750ML,0.75,12.0,,4470,Vallado Douro Red 13 - 750ML (12),750ML,12.0
851,4471,,Pillar Box Red - 750ML (12),750ML,0.75,12.0,,4471,Pillar Box Red - 750ML (12),750ML,12.0
852,4472,,Real Compania Tempranillo - 750ML (12),750ML,0.75,12.0,,4472,Real Compania Tempranillo - 750ML (12),750ML,12.0
853,4473,,Real Compania Garnacha - 750ML (12),750ML,0.75,12.0,,4473,Real Compania Garnacha - 750ML (12),750ML,12.0
854,4474,,Real Compania Verdejo - 750ML (12),750ML,0.75,12.0,,4474,Real Compania Verdejo - 750ML (12),750ML,12.0
855,4475,,Two Angels Petite Sirah - 750ML (12),750ML,0.75,12.0,,4475,Two Angels Petite Sirah - 750ML (12),750ML,12.0
856,4476,,Two Angels Sauv Blanc 17 - 750ML (12),750ML,0.75,12.0,,4476,Two Angels Sauv Blanc 17 - 750ML (12),750ML,12.0
857,4477,,Two Angels Sauv Blanc - 750ML (12),750ML,0.75,12.0,,4477,Two Angels Sauv Blanc - 750ML (12),750ML,12.0
858,4478,,Pancho Sangria - LTR (6),LTR,1.0,6.0,,4478,Pancho Sangria - LTR (6),LTR,6.0
859,4479,,Pazo Cilleiro Albarino 16 - 750ML (12),750ML,0.75,12.0,,4479,Pazo Cilleiro Albarino 16 - 750ML (12),750ML,12.0
860,4480,,Pazo Cilleiro Albarino 17 - 750ML (12),750ML,0.75,12.0,,4480,Pazo Cilleiro Albarino 17 - 750ML (12),750ML,12.0
861,4481,,Pazo Cilleiro Albarino 18 - 750ML (12),750ML,0.75,12.0,,4481,Pazo Cilleiro Albarino 18 - 750ML (12),750ML,12.0
862,4482,,Pazo Cilleiro Albarino 15 - 750ML (12),750ML,0.75,12.0,,4482,Pazo Cilleiro Albarino 15 - 750ML (12),750ML,12.0
863,4483,,Ironstone Cab Sauv - 750ML (12),750ML,0.75,12.0,,4483,Ironstone Cab Sauv - 750ML (12),750ML,12.0
864,4484,,Ironstone Merlot - 750ML (12),750ML,0.75,12.0,,4484,Ironstone Merlot - 750ML (12),750ML,12.0
865,4485,,Ironstone Zin Rsv - 750ML (6),750ML,0.75,6.0,,4485,Ironstone Zin Rsv - 750ML (6),750ML,6.0
866,4486,,Ironstone Pinot Noir - 750ML (12),750ML,0.75,12.0,,4486,Ironstone Pinot Noir - 750ML (12),750ML,12.0
867,4487,,Ironstone Cab Franc - 750ML (12),750ML,0.75,12.0,,4487,Ironstone Cab Franc - 750ML (12),750ML,12.0
868,4488,,Ironstone Cab Franc Rsv - 750ML (6),750ML,0.75,6.0,,4488,Ironstone Cab Franc Rsv - 750ML (6),750ML,6.0
869,4489,,Ironstone Petite Sirah - 750ML (12),750ML,0.75,12.0,,4489,Ironstone Petite Sirah - 750ML (12),750ML,12.0
870,4490,,Ironstone Zinfandel - 750ML (12),750ML,0.75,12.0,,4490,Ironstone Zinfandel - 750ML (12),750ML,12.0
871,4491,,Leaping Horse Cab Sauv - 750ML (12),750ML,0.75,12.0,,4491,Leaping Horse Cab Sauv - 750ML (12),750ML,12.0
872,4492,,Leaping Horse Chard - 750ML (12),750ML,0.75,12.0,,4492,Leaping Horse Chard - 750ML (12),750ML,12.0
873,4493,,Leaping Horse Merlot - 750ML (12),750ML,0.75,12.0,,4493,Leaping Horse Merlot - 750ML (12),750ML,12.0
874,4494,,Leaping Horse Red Blend - 750ML (12),750ML,0.75,12.0,,4494,Leaping Horse Red Blend - 750ML (12),750ML,12.0
875,4495,,Leaping Horse Pinot Grigio - 750ML (12),750ML,0.75,12.0,,4495,Leaping Horse Pinot Grigio - 750ML (12),750ML,12.0
876,4496,,Drifting Merlot - 750ML (12),750ML,0.75,12.0,,4496,Drifting Merlot - 750ML (12),750ML,12.0
877,4497,,Drifting Chardonnay - 750ML (12),750ML,0.75,12.0,,4497,Drifting Chardonnay - 750ML (12),750ML,12.0
878,4498,,Drifting Cabernet Sauvignon - 750ML (12),750ML,0.75,12.0,,4498,Drifting Cabernet Sauvignon - 750ML (12),750ML,12.0
879,4499,,Valentin Bianchi Cab Sauv - 750ML (12),750ML,0.75,12.0,,4499,Valentin Bianchi Cab Sauv - 750ML (12),750ML,12.0
880,4500,,Valentin Bianchi Malbec - 750ML (12),750ML,0.75,12.0,,4500,Valentin Bianchi Malbec - 750ML (12),750ML,12.0
881,4501,,Granite Hill Pinot Noir - 750ML (12),750ML,0.75,12.0,,4501,Granite Hill Pinot Noir - 750ML (12),750ML,12.0
882,4502,,Granite Hill Petite Sirah - 750ML (12),750ML,0.75,12.0,,4502,Granite Hill Petite Sirah - 750ML (12),750ML,12.0
883,4503,,Granite Hill Pinot Grigio 16 - 750ML (12),750ML,0.75,12.0,,4503,Granite Hill Pinot Grigio 16 - 750ML (12),750ML,12.0
884,4504,,Granite Hill Merlot - 750ML (12),750ML,0.75,12.0,,4504,Granite Hill Merlot - 750ML (12),750ML,12.0
885,4505,,Granite Hill Cab Sauv - 750ML (12),750ML,0.75,12.0,,4505,Granite Hill Cab Sauv - 750ML (12),750ML,12.0
886,4506,,Kirkland Signature Rioja Rsva - 750ML (12),750ML,0.75,12.0,,4506,Kirkland Signature Rioja Rsva - 750ML (12),750ML,12.0
887,4507,,Tartana Tempranillo - 750ML (12),750ML,0.75,12.0,,4507,Tartana Tempranillo - 750ML (12),750ML,12.0
888,4508,,Tropical Moscato Passion Fruit - 750ML (12),750ML,0.75,12.0,,4508,Tropical Moscato Passion Fruit - 750ML (12),750ML,12.0
889,4509,,Tropical Moscato Mango - 750ML (12),750ML,0.75,12.0,,4509,Tropical Moscato Mango - 750ML (12),750ML,12.0
890,4510,,Tropical Moscato Strawberry - 750ML (12),750ML,0.75,12.0,,4510,Tropical Moscato Strawberry - 750ML (12),750ML,12.0
891,4511,,Luca Bosio Black - 750ML (12),750ML,0.75,12.0,,4511,Luca Bosio Black - 750ML (12),750ML,12.0
892,4512,,Luca Bosio Dark Red - 750ML (12),750ML,0.75,12.0,,4512,Luca Bosio Dark Red - 750ML (12),750ML,12.0
893,4513,,Luca Bosio Rosso - 750ML (12),750ML,0.75,12.0,,4513,Luca Bosio Rosso - 750ML (12),750ML,12.0
894,4514,,Pascual Toso Malbec Alta 15 - 750ML (6),750ML,0.75,6.0,,4514,Pascual Toso Malbec Alta 15 - 750ML (6),750ML,6.0
895,4515,,2Go Secco 6/4Pk - 187ML (24),187ML,0.187,24.0,,4515,2Go Secco 6/4Pk - 187ML (24),187ML,24.0
896,4516,,Fratelli Moscato D Asti - 750ML (12),750ML,0.75,12.0,,4516,Fratelli Moscato D Asti - 750ML (12),750ML,12.0
897,4517,,Fratelli Moscato Puglia - 750ML (12),750ML,0.75,12.0,,4517,Fratelli Moscato Puglia - 750ML (12),750ML,12.0
898,4518,,Fratelli Nero D Avola - 750ML (12),750ML,0.75,12.0,,4518,Fratelli Nero D Avola - 750ML (12),750ML,12.0
899,4519,,Fratelli Pinot Grigio - 750ML (12),750ML,0.75,12.0,,4519,Fratelli Pinot Grigio - 750ML (12),750ML,12.0
900,4520,,Fratelli Chianti Docg - 750ML (12),750ML,0.75,12.0,,4520,Fratelli Chianti Docg - 750ML (12),750ML,12.0
901,4521,,Fratelli Montepulciano - 750ML (12),750ML,0.75,12.0,,4521,Fratelli Montepulciano - 750ML (12),750ML,12.0
902,4522,,Vila Nova Douro Red - 750ML (12),750ML,0.75,12.0,,4522,Vila Nova Douro Red - 750ML (12),750ML,12.0
903,4523,,Vila Nova Vinho Verde - 750ML (12),750ML,0.75,12.0,,4523,Vila Nova Vinho Verde - 750ML (12),750ML,12.0
904,4524,,Villa De Varda Grappa Stravecchia - 750ML (4),750ML,0.75,4.0,,4524,Villa De Varda Grappa Stravecchia - 750ML (4),750ML,4.0
905,4525,,Sao Miguel Escolha Dos Enologos 15 - 750ML (12),750ML,0.75,12.0,,4525,Sao Miguel Escolha Dos Enologos 15 - 750ML (12),750ML,12.0
906,4526,,Sao Miguel Escolha Dos Enologos 14 - 750ML (12),750ML,0.75,12.0,,4526,Sao Miguel Escolha Dos Enologos 14 - 750ML (12),750ML,12.0
907,4527,,Shirvington Cab Sauv 10 - 750ML (6),750ML,0.75,6.0,,4527,Shirvington Cab Sauv 10 - 750ML (6),750ML,6.0
908,4528,,Shirvington Cab Sauv 11 - 750ML (6),750ML,0.75,6.0,,4528,Shirvington Cab Sauv 11 - 750ML (6),750ML,6.0
909,4529,,Corralillo Pinot Noir - 750ML (12),750ML,0.75,12.0,,4529,Corralillo Pinot Noir - 750ML (12),750ML,12.0
910,4530,,Stone Valley Red Blend - 750ML (12),750ML,0.75,12.0,,4530,Stone Valley Red Blend - 750ML (12),750ML,12.0
911,4531,,Conde De Los Andes Tempranillo 15 - 750ML (6),750ML,0.75,6.0,,4531,Conde De Los Andes Tempranillo 15 - 750ML (6),750ML,6.0
912,4532,,Conde De Los Andes Tempranillo 17 - 750ML (6),750ML,0.75,6.0,,4532,Conde De Los Andes Tempranillo 17 - 750ML (6),750ML,6.0
913,4533,,Conde De Los Andes Tempranillo 13 - 750ML (6),750ML,0.75,6.0,,4533,Conde De Los Andes Tempranillo 13 - 750ML (6),750ML,6.0
914,4534,,La Pincoya Sauv Blanc - 750ML (12),750ML,0.75,12.0,,4534,La Pincoya Sauv Blanc - 750ML (12),750ML,12.0
915,4535,,La Pincoya Red Blend - 750ML (12),750ML,0.75,12.0,,4535,La Pincoya Red Blend - 750ML (12),750ML,12.0
916,4536,,Foppiano Chardonnay - 750ML (12),750ML,0.75,12.0,,4536,Foppiano Chardonnay - 750ML (12),750ML,12.0
917,4537,,Foppiano Lot 96 Petite Sirah - 750ML (12),750ML,0.75,12.0,,4537,Foppiano Lot 96 Petite Sirah - 750ML (12),750ML,12.0
918,4538,,Sao Miguel Do Sul Red 17 - 750ML (12),750ML,0.75,12.0,,4538,Sao Miguel Do Sul Red 17 - 750ML (12),750ML,12.0
919,4539,,Sao Miguel Do Sul Red 18 - 750ML (12),750ML,0.75,12.0,,4539,Sao Miguel Do Sul Red 18 - 750ML (12),750ML,12.0
920,4540,,Sao Miguel Do Sul Red 16 - 750ML (12),750ML,0.75,12.0,,4540,Sao Miguel Do Sul Red 16 - 750ML (12),750ML,12.0
921,4541,,Terrapura Reserva Merlot - 750ML (12),750ML,0.75,12.0,,4541,Terrapura Reserva Merlot - 750ML (12),750ML,12.0
922,4542,,Terrapura Reserva Sauv Blanc - 750ML (12),750ML,0.75,12.0,,4542,Terrapura Reserva Sauv Blanc - 750ML (12),750ML,12.0
923,4543,,Terrapura Reserva Cab Sauv - 750ML (12),750ML,0.75,12.0,,4543,Terrapura Reserva Cab Sauv - 750ML (12),750ML,12.0
924,4544,,Terrapura Reserva Pinot Noir - 750ML (12),750ML,0.75,12.0,,4544,Terrapura Reserva Pinot Noir - 750ML (12),750ML,12.0
925,4545,,Terrapura Reserva Chardonnay - 750ML (12),750ML,0.75,12.0,,4545,Terrapura Reserva Chardonnay - 750ML (12),750ML,12.0
926,4546,,Ch Roubine Premium Rose Cru Classe 18 - 750ML (12),750ML,0.75,12.0,,4546,Ch Roubine Premium Rose Cru Classe 18 - 750ML (12),750ML,12.0
927,4547,,Sao Miguel Art Terra Amphora Red - 750ML (12),750ML,0.75,12.0,,4547,Sao Miguel Art Terra Amphora Red - 750ML (12),750ML,12.0
928,4548,,Tropical Moscato Grapefruit - 750ML (12),750ML,0.75,12.0,,4548,Tropical Moscato Grapefruit - 750ML (12),750ML,12.0
929,4549,,Granite Hill Zinfandel OV - 750ML (12),750ML,0.75,12.0,,4549,Granite Hill Zinfandel OV - 750ML (12),750ML,12.0
930,4550,,Vina Eguia Tempranillo Rsva Rioja 15 - 750ML (12),750ML,0.75,12.0,,4550,Vina Eguia Tempranillo Rsva Rioja 15 - 750ML (12),750ML,12.0
931,4551,,Granite Hill Pinot Grigio 18 - 750ML (12),750ML,0.75,12.0,,4551,Granite Hill Pinot Grigio 18 - 750ML (12),750ML,12.0
932,4552,,Standard Issue Prosecco - 750ML (12),750ML,0.75,12.0,,4552,Standard Issue Prosecco - 750ML (12),750ML,12.0
933,4553,,Gustave Lorentz Cremant Brut - 750ML (12),750ML,0.75,12.0,,4553,Gustave Lorentz Cremant Brut - 750ML (12),750ML,12.0
934,4554,,Tropical Moscato Mango - 375ML (12),375ML,0.375,12.0,,4554,Tropical Moscato Mango - 375ML (12),375ML,12.0
935,4555,,Tropical Moscato Passion Fruit - 375ML (12),375ML,0.375,12.0,,4555,Tropical Moscato Passion Fruit - 375ML (12),375ML,12.0
936,4556,,Bodegas Muriel Crianza 16 - 750ML (12),750ML,0.75,12.0,,4556,Bodegas Muriel Crianza 16 - 750ML (12),750ML,12.0
937,4557,,Bianchi Oasis Sur Malbec - 750ML (12),750ML,0.75,12.0,,4557,Bianchi Oasis Sur Malbec - 750ML (12),750ML,12.0
938,4558,,Bianchi Oasis Sur Cab Sauv - 750ML (12),750ML,0.75,12.0,,4558,Bianchi Oasis Sur Cab Sauv - 750ML (12),750ML,12.0
939,4559,,Corralillo Pinot Noir 16 - 750ML (12),750ML,0.75,12.0,,4559,Corralillo Pinot Noir 16 - 750ML (12),750ML,12.0
940,4560,,Pascual Toso Malbec Alta 16 - 750ML (6),750ML,0.75,6.0,,4560,Pascual Toso Malbec Alta 16 - 750ML (6),750ML,6.0
941,4561,,Enzo Bianchi Red 17 - 750ML (6),750ML,0.75,6.0,,4561,Enzo Bianchi Red 17 - 750ML (6),750ML,6.0
942,4562,,Two Angels Sauv Blanc 18 - 750ML (12),750ML,0.75,12.0,,4562,Two Angels Sauv Blanc 18 - 750ML (12),750ML,12.0
943,4563,,Champagne Palmer & Co Rsv Brut - 1.5L (6),1.5L,1.5,6.0,,4563,Champagne Palmer & Co Rsv Brut - 1.5L (6),1.5L,6.0
944,4564,,Vintage Longbottom H Shiraz 17 - 750ML (6),750ML,0.75,6.0,,4564,Vintage Longbottom H Shiraz 17 - 750ML (6),750ML,6.0
945,4565,,Foppiano Lot 96 Red Blend - 750ML (12),750ML,0.75,12.0,,4565,Foppiano Lot 96 Red Blend - 750ML (12),750ML,12.0
946,4566,,Tropical Moscato Peach - 750ML (12),750ML,0.75,12.0,,4566,Tropical Moscato Peach - 750ML (12),750ML,12.0
947,4567,,Two Angels Petite Sirah 17 - 750ML (12),750ML,0.75,12.0,,4567,Two Angels Petite Sirah 17 - 750ML (12),750ML,12.0
948,4569,,Bianchi Gran Famiglia Malbec - 750ML (12),750ML,0.75,12.0,,4569,Bianchi Gran Famiglia Malbec - 750ML (12),750ML,12.0
949,4570,,Bianchi Gran Famiglia Corte - 750ML (12),750ML,0.75,12.0,,4570,Bianchi Gran Famiglia Corte - 750ML (12),750ML,12.0
950,4573,,Tropical Moscato Cranberry - 750ML (12),750ML,0.75,12.0,,4573,Tropical Moscato Cranberry - 750ML (12),750ML,12.0
951,4574,,Corralillo Chardonnay 18 - 750ML (12),750ML,0.75,12.0,,4574,Corralillo Chardonnay 18 - 750ML (12),750ML,12.0
952,4575,,Granite Hill Chardonnay - 750ML (12),750ML,0.75,12.0,,4575,Granite Hill Chardonnay - 750ML (12),750ML,12.0
953,4576,,Henrys Drive Shiraz - 750ML (6),750ML,0.75,6.0,,4576,Henrys Drive Shiraz - 750ML (6),750ML,6.0
954,4579,,Pascual Toso Brut New Label  - 750ML (12),750ML,0.75,12.0,,4579,Pascual Toso Brut New Label  - 750ML (12),750ML,12.0
955,4580,,Ch Ferry Lacombe Mira Rose 20 - 750ML (12),750ML,0.75,12.0,,4580,Ch Ferry Lacombe Mira Rose 20 - 750ML (12),750ML,12.0
956,4581,,Lucas and Lewellen Pinot Noir - 750ML (12),750ML,0.75,12.0,,4581,Lucas and Lewellen Pinot Noir - 750ML (12),750ML,12.0
957,4583,,Pazo Cilleiro Albarino 20 - 750ML (12),750ML,0.75,12.0,,4583,Pazo Cilleiro Albarino 20 - 750ML (12),750ML,12.0
958,4584,,Vina Eguia Tempranillo Rsva Rioja 16 - 750ML (12),750ML,0.75,12.0,,4584,Vina Eguia Tempranillo Rsva Rioja 16 - 750ML (12),750ML,12.0
959,4585,,Champagne Palmer & Co Blanc De Blanc - 375ML (12),375ML,0.375,12.0,,4585,Champagne Palmer & Co Blanc De Blanc - 375ML (12),375ML,12.0
960,4586,,Champagne Palmer & Co Rsv Rose Solera - 750ML (6),750ML,0.75,6.0,,4586,Champagne Palmer & Co Rsv Rose Solera - 750ML (6),750ML,6.0
961,4587,,Champagne Palmer & Co Rsv Brut - 750ML (6),750ML,0.75,6.0,,4587,Champagne Palmer & Co Rsv Brut - 750ML (6),750ML,6.0
962,4588,,Ironstone Chard - 750ML (12),750ML,0.75,12.0,,4588,Ironstone Chard - 750ML (12),750ML,12.0
963,4589,,Ironstone Symphony Obsession White - 750ML (12),750ML,0.75,12.0,,4589,Ironstone Symphony Obsession White - 750ML (12),750ML,12.0
964,4590,,Pascual Toso Brut Sparkling   - 750ML (12),750ML,0.75,12.0,,4590,Pascual Toso Brut Sparkling   - 750ML (12),750ML,12.0
965,4591,,Pascual Toso Cab Sauv - 750ML (12),750ML,0.75,12.0,,4591,Pascual Toso Cab Sauv - 750ML (12),750ML,12.0
966,4592,,Pascual Toso Malbec - 750ML (12),750ML,0.75,12.0,,4592,Pascual Toso Malbec - 750ML (12),750ML,12.0
967,4593,,Pascual Toso Malbec Reserve - 750ML (12),750ML,0.75,12.0,,4593,Pascual Toso Malbec Reserve - 750ML (12),750ML,12.0
968,4594,,Pascual Toso Torrontes - 750ML (12),750ML,0.75,12.0,,4594,Pascual Toso Torrontes - 750ML (12),750ML,12.0
969,4595,,Pascual Toso Chard 12 - 750ML (12),750ML,0.75,12.0,,4595,Pascual Toso Chard 12 - 750ML (12),750ML,12.0
970,4596,,Pascual Toso Chard - 750ML (12),750ML,0.75,12.0,,4596,Pascual Toso Chard - 750ML (12),750ML,12.0
971,4597,,Pascual Toso Malbec Alta 13 - 750ML (6),750ML,0.75,6.0,,4597,Pascual Toso Malbec Alta 13 - 750ML (6),750ML,6.0
972,4599,,Ch Ferry Lacombe Mira Rose 18 - 750ML (12),750ML,0.75,12.0,,4599,Ch Ferry Lacombe Mira Rose 18 - 750ML (12),750ML,12.0
973,4600,,Ch Ferry Lacombe Mira Rose 16 - 750ML (12),750ML,0.75,12.0,,4600,Ch Ferry Lacombe Mira Rose 16 - 750ML (12),750ML,12.0
974,4601,,Attilio Ghisolfi Visette Barolo - 750ML (12),750ML,0.75,12.0,,4601,Attilio Ghisolfi Visette Barolo - 750ML (12),750ML,12.0
975,4602,,Attilio Ghisolfi Bussia Barolo - 750ML (12),750ML,0.75,12.0,,4602,Attilio Ghisolfi Bussia Barolo - 750ML (12),750ML,12.0
976,4603,,Bodegas Muriel Crianza 15 - 750ML (12),750ML,0.75,12.0,,4603,Bodegas Muriel Crianza 15 - 750ML (12),750ML,12.0
977,4604,,Bodegas Muriel Crianza - 750ML (12),750ML,0.75,12.0,,4604,Bodegas Muriel Crianza - 750ML (12),750ML,12.0
978,4605,,Bodegas Muriel Rsva - 750ML (12),750ML,0.75,12.0,,4605,Bodegas Muriel Rsva - 750ML (12),750ML,12.0
979,4606,,Bodegas Muriel Gran Reserva - 750ML (12),750ML,0.75,12.0,,4606,Bodegas Muriel Gran Reserva - 750ML (12),750ML,12.0
980,4607,,Bodegas Muriel Blanco - 750ML (12),750ML,0.75,12.0,,4607,Bodegas Muriel Blanco - 750ML (12),750ML,12.0
981,4608,,Bianchi Famiglia Red Blend - 750ML (12),750ML,0.75,12.0,,4608,Bianchi Famiglia Red Blend - 750ML (12),750ML,12.0
982,4609,,Bianchi Famiglia Cab Sauv - 750ML (12),750ML,0.75,12.0,,4609,Bianchi Famiglia Cab Sauv - 750ML (12),750ML,12.0
983,4610,,Bianchi Famiglia Cab Sauv 12 - 750ML (12),750ML,0.75,12.0,,4610,Bianchi Famiglia Cab Sauv 12 - 750ML (12),750ML,12.0
984,4611,,Bianchi Famiglia Cab Sauv 13 - 750ML (12),750ML,0.75,12.0,,4611,Bianchi Famiglia Cab Sauv 13 - 750ML (12),750ML,12.0
985,4612,,Bianchi Famiglia Malbec - 750ML (12),750ML,0.75,12.0,,4612,Bianchi Famiglia Malbec - 750ML (12),750ML,12.0
986,4613,,Cachette Cdr - 750ML (12),750ML,0.75,12.0,,4613,Cachette Cdr - 750ML (12),750ML,12.0
987,4614,,Corralillo Syrah - 750ML (12),750ML,0.75,12.0,,4614,Corralillo Syrah - 750ML (12),750ML,12.0
988,4615,,Enzo Bianchi Red 15 - 750ML (6),750ML,0.75,6.0,,4615,Enzo Bianchi Red 15 - 750ML (6),750ML,6.0
989,4616,,Enzo Bianchi Red 16 - 750ML (6),750ML,0.75,6.0,,4616,Enzo Bianchi Red 16 - 750ML (6),750ML,6.0
990,4617,,Enzo Bianchi Red 12 - 750ML (6),750ML,0.75,6.0,,4617,Enzo Bianchi Red 12 - 750ML (6),750ML,6.0
991,4618,,Enzo Bianchi Red 13 - 750ML (6),750ML,0.75,6.0,,4618,Enzo Bianchi Red 13 - 750ML (6),750ML,6.0
992,4619,,Mochetto Sparkling Pink Moscato 10 - 750ML (12),750ML,0.75,12.0,,4619,Mochetto Sparkling Pink Moscato 10 - 750ML (12),750ML,12.0
993,4620,,Mochetto Sparkling Pink Moscato - 750ML (12),750ML,0.75,12.0,,4620,Mochetto Sparkling Pink Moscato - 750ML (12),750ML,12.0
994,4621,,Morse Code Shiraz - 750ML (12),750ML,0.75,12.0,,4621,Morse Code Shiraz - 750ML (12),750ML,12.0
995,4622,,Matetic Pinot Noir Eq - 750ML (12),750ML,0.75,12.0,,4622,Matetic Pinot Noir Eq - 750ML (12),750ML,12.0
996,4623,,Matetic Sauv Blanc Eq Coastal - 750ML (12),750ML,0.75,12.0,,4623,Matetic Sauv Blanc Eq Coastal - 750ML (12),750ML,12.0
997,4624,,Koyle Cab Sauv Rsva - 750ML (12),750ML,0.75,12.0,,4624,Koyle Cab Sauv Rsva - 750ML (12),750ML,12.0
998,4625,,Koyle Carmenere Rsva - 750ML (12),750ML,0.75,12.0,,4625,Koyle Carmenere Rsva - 750ML (12),750ML,12.0
999,4626,,Koyle Carmenere Royale - 750ML (12),750ML,0.75,12.0,,4626,Koyle Carmenere Royale - 750ML (12),750ML,12.0
1000,4627,,Koyle Cab Sauv Royale - 750ML (12),750ML,0.75,12.0,,4627,Koyle Cab Sauv Royale - 750ML (12),750ML,12.0
1001,4628,,Koyle Cab Sauv Royale 12 - 750ML (12),750ML,0.75,12.0,,4628,Koyle Cab Sauv Royale 12 - 750ML (12),750ML,12.0
1002,4629,,Karolyi Gruner Veltliner - 750ML (12),750ML,0.75,12.0,,4629,Karolyi Gruner Veltliner - 750ML (12),750ML,12.0
1003,4630,,Leda Truffle Hunter Barbera D Asti - 750ML (12),750ML,0.75,12.0,,4630,Leda Truffle Hunter Barbera D Asti - 750ML (12),750ML,12.0
1004,4631,,Luca Bosio Moscato D Asti - 750ML (12),750ML,0.75,12.0,,4631,Luca Bosio Moscato D Asti - 750ML (12),750ML,12.0
1005,4632,,Luca Bosio Sweet Red - 750ML (12),750ML,0.75,12.0,,4632,Luca Bosio Sweet Red - 750ML (12),750ML,12.0
1006,4633,,New Age Red - 750ML (12),750ML,0.75,12.0,,4633,New Age Red - 750ML (12),750ML,12.0
1007,4634,,New Age White - 750ML (12),750ML,0.75,12.0,,4634,New Age White - 750ML (12),750ML,12.0
1008,4635,,New Age Rose - 750ML (12),750ML,0.75,12.0,,4635,New Age Rose - 750ML (12),750ML,12.0
1009,4636,,New Age Brut - 750ML (12),750ML,0.75,12.0,,4636,New Age Brut - 750ML (12),750ML,12.0
1010,4637,,Foppiano Petite Sirah - 750ML (12),750ML,0.75,12.0,,4637,Foppiano Petite Sirah - 750ML (12),750ML,12.0
1011,4638,,Ironstone Obsession Red - 750ML (12),750ML,0.75,12.0,,4638,Ironstone Obsession Red - 750ML (12),750ML,12.0
1012,4639,,Florinda Cava - 750ML (12),750ML,0.75,12.0,,4639,Florinda Cava - 750ML (12),750ML,12.0
1013,4640,,L10 Premium Malbec - 750ML (6),750ML,0.75,6.0,,4640,L10 Premium Malbec - 750ML (6),750ML,6.0
1014,4641,,L10 Malbec - 750ML (6),750ML,0.75,6.0,,4641,L10 Malbec - 750ML (6),750ML,6.0
1015,4642,,Eponymous Cab Sauv Napa (6In) - 750ML (6),750ML,0.75,6.0,,4642,Eponymous Cab Sauv Napa (6In) - 750ML (6),750ML,6.0
1016,4643,,Eponymous Cab Sauv Napa (12In) - 750ML (12),750ML,0.75,12.0,,4643,Eponymous Cab Sauv Napa (12In) - 750ML (12),750ML,12.0
1017,4644,,Eponymous Macallister Red Blend - 750ML (12),750ML,0.75,12.0,,4644,Eponymous Macallister Red Blend - 750ML (12),750ML,12.0
1018,4645,,Eponymous Cab Sauv Spring Mtn - 750ML (12),750ML,0.75,12.0,,4645,Eponymous Cab Sauv Spring Mtn - 750ML (12),750ML,12.0
1019,4646,,Gustave Lorentz Cremant Rose - 750ML (12),750ML,0.75,12.0,,4646,Gustave Lorentz Cremant Rose - 750ML (12),750ML,12.0
1020,4647,,Elsa Cabernet - 750ML (12),750ML,0.75,12.0,,4647,Elsa Cabernet - 750ML (12),750ML,12.0
1021,4648,,Elsa Malbec - 750ML (12),750ML,0.75,12.0,,4648,Elsa Malbec - 750ML (12),750ML,12.0
1022,4649,,Elsa Malbec - LTR (12),LTR,1.0,12.0,,4649,Elsa Malbec - LTR (12),LTR,12.0
1023,4650,,Elsa Chardonnay - 750ML (12),750ML,0.75,12.0,,4650,Elsa Chardonnay - 750ML (12),750ML,12.0
1024,4651,,Elsa Torrontes - 750ML (12),750ML,0.75,12.0,,4651,Elsa Torrontes - 750ML (12),750ML,12.0
1025,4652,,Gustave Lorentz Gewurz Rsv - 750ML (12),750ML,0.75,12.0,,4652,Gustave Lorentz Gewurz Rsv - 750ML (12),750ML,12.0
1026,4653,,Gustave Lorentz P Gris Rsv 16 - 750ML (12),750ML,0.75,12.0,,4653,Gustave Lorentz P Gris Rsv 16 - 750ML (12),750ML,12.0
1027,4654,,Gustave Lorentz P Gris Rsv 17 - 750ML (12),750ML,0.75,12.0,,4654,Gustave Lorentz P Gris Rsv 17 - 750ML (12),750ML,12.0
1028,4655,,Gustave Lorentz P Gris Rsv 18 - 750ML (12),750ML,0.75,12.0,,4655,Gustave Lorentz P Gris Rsv 18 - 750ML (12),750ML,12.0
1029,4656,,Gustave Lorentz P Gris Rsv 13 - 750ML (12),750ML,0.75,12.0,,4656,Gustave Lorentz P Gris Rsv 13 - 750ML (12),750ML,12.0
