PRODUCT_LIBRARY_KEY,CLIENT_ID,PROVIDER_ID,PROVIDER_SOURCE_ID,PRODUCT_ID,PRODUCT_DESCRIPTION,SIZE_UOM,SIZE_RAW,SIZE_VALUE,SELLING_UOM,PACK_RAW,PACK,UNITS_PER_PALLET,EQUIV_VALUE,STRENGTH,UPC,SCC,EAN,MANUFACTURER_NAME,AUTOMAP_ID,CURRENT_FEED_FLAG,ACTIVE_FLAG,SOURCE_SYSTEM_ID,AUDIT_LOAD_KEY,FILE_KEY,CREATE_DATE,UPDATE_DATE,UPDATE_USER_ID,AGE
1516,67,NULL,NULL,GPWCS197,Geyser Peak WLKG TR Cab19 12PK,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000236,10899911000233,00899911000236,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
1517,67,NULL,NULL,GRGR077,Gran Rojo Garnacha 07,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2007
1518,67,NULL,NULL,GRGR087,Gran Rojo Garnacha 08,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2008
1519,67,NULL,NULL,GRGR097,Gran Rojo Garnacha 09,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2009
1520,67,NULL,NULL,GRGR107,Gran Rojo Garnacha 10,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
1521,67,NULL,NULL,GRGR117,Gran Rojo Garnacha 11 (New),LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2011
1522,67,NULL,NULL,GRGR127,Gran Rojo Garnacha 12,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2012
1523,67,NULL,NULL,GRGR137,Gran Rojo Garnacha 13,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
1524,67,NULL,NULL,GRGR147,Gran Rojo Garnacha 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,895089000313,10895089000310,00895089000313,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
1525,67,NULL,NULL,GRGR67,Gran Rojo Garnacha 06,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2006
1526,67,NULL,NULL,GRTC077,Gran Rojo Temp-Cab  07,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2007
1527,67,NULL,NULL,GRTC087,Gran Rojo Temp-Cab  08,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2008
1528,67,NULL,NULL,GRTC107,Gran Rojo Temp-Cab  10,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
1529,67,NULL,NULL,GRTC117,Gran Rojo Temp-Cab 11 (New),LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,895089000320,10895089000327,00895089000320,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2011
1530,67,NULL,NULL,GRTC57,Gran Rojo Temp-Cab 05,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2005
1531,67,NULL,NULL,GRTG097,Gran Rojo Temp Garnacha 09,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2009
1532,67,NULL,NULL,GRTG107,Gran Rojo Temp Garnacha 10,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
1533,67,NULL,NULL,GRTG117,Gran Rojo Temp Garnacha11(New),LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2011
1534,67,NULL,NULL,GRTG127,Gran Rojo Temp Garnacha 12,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2012
1535,67,NULL,NULL,GRTG57,Gran Rojo Temp Garnacha 05,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2005
1536,67,NULL,NULL,GRTM067,Gran Rojo Tempranillo 06,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2006
1537,67,NULL,NULL,GRTM077,Gran Rojo Tempranillo 07,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2007
1538,67,NULL,NULL,GRTM087,Gran Rojo Tempranillo 08,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2008
1539,67,NULL,NULL,GRTM107,Gran Rojo Tempranillo 10,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
1540,67,NULL,NULL,GRTM117,Gran Rojo Tempranillo 11 (New),LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2011
1541,67,NULL,NULL,GRTM127,Gran Rojo Tempranillo 12,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2012
1542,67,NULL,NULL,GRTM137,Gran Rojo Tempranillo 13,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,895089000290,10895089000297,00895089000290,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
1543,67,NULL,NULL,GRTM147,Gran Rojo Tempranillo 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,895089000290,10895089000297,00895089000290,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
1544,67,NULL,NULL,GRTM57,Gran Rojo Tempranillo 05,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2005
1545,67,NULL,NULL,GVGV127,GrooVEE Gruner Veltiner 12,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000601,10899911000608,00899911000601,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2012
1546,67,NULL,NULL,GVGV147,GrooVEE Gruner Veltiner 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000601,10899911000608,00899911000601,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
1547,67,NULL,NULL,GVMCNV8,Giovinello Moscato Frizzante,LITER,0.748,NULL,NULL,6,6.00,NULL,NULL,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,0
1548,67,NULL,NULL,GVSCNV8,Giovinello Secco Frizzante,LITER,0.748,NULL,NULL,6,6.00,NULL,NULL,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,0
1549,67,NULL,NULL,HACO157,Art. Terra Curtimenta 15,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234429,05600391234425,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2015
1550,67,NULL,NULL,HACO167,Art. Terra Curtimenta 16,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234429,05600391234425,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
1551,67,NULL,NULL,HACO177,Art. Terra Curtimenta 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234429,05600391234425,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
1552,67,NULL,NULL,HACO187,Art. Terra Curtimenta 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234429,0560039123442,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
1553,67,NULL,NULL,HACO197,Art. Terra Curtimenta 19,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234429,05600391234425,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
1554,67,NULL,NULL,HATA157,Art. Terra Amphora 15,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234436,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2015
1555,67,NULL,NULL,HATA167,Art. Terra Amphora 16,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234436,05600391234432,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
1556,67,NULL,NULL,HATA177,Art. Terra Amphora 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234436,05600391234432,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
1557,67,NULL,NULL,HATA177-D,Art. Terra Amphora 17-Damaged,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234436,05600391234432,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
1558,67,NULL,NULL,HATA187,Art. Terra Amphora 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234436,05600391234432,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
1559,67,NULL,NULL,HATA207,Art. Terra Amphora 20,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,25600391234436,05600391234432,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2020
1560,67,NULL,NULL,HATP197,Hardy's Whiskers Blake TawnyNV,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,081434055200,20081434055204,00081434055200,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,0
1561,67,NULL,NULL,HCWB7-18,Hidden Creek White Blend 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,724826943418,NULL,00724826943418,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
1562,67,NULL,NULL,HCWB7-20,Hidden Creek White Blend 20,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,107248269434,NULL,00107248269434,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2020
1563,67,NULL,NULL,HDCH147,H  Chard 14 12PK,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,679705002505,19327089002519,00679705002505,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
1564,67,NULL,NULL,HDCH167,H Henrys Drive Chard 16 -12PK,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,679705002505,19327089002519,00679705002505,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
1565,67,NULL,NULL,HDCH186,H Chard 18 - 6pk - NEW,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002505,29327089002516,00679705002505,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
1566,67,NULL,NULL,HDCH196,H Chard 19 - 6pk - NEW,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002505,29327089002516,00679705002505,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
1567,67,NULL,NULL,HDCS096,Henry's Drive Shiraz Cab 09,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002109,NULL,00679705002109,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2009
1568,67,NULL,NULL,HDMS106,Henrys Drive Magnus Shiraz 10,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001102,19327089002519,00679705001102,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
1569,67,NULL,NULL,HDMS126,Henrys Drive Magnus Shiraz 12,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001102,19327089002519,00679705001102,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2012
1570,67,NULL,NULL,HDMS136,Henrys Drive Magnus Shiraz 13,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001102,NULL,00679705001102,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
1571,67,NULL,NULL,HDMS146,Henrys Drive Magnus Shiraz 14,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001102,NULL,00679705001102,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
1572,67,NULL,NULL,HDMS176,Henrys Dr Magnus Shiraz 17-NEW,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001102,n/a,00679705001102,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
1573,67,NULL,NULL,HDMS196,Henrys Dr Magnus Shiraz 19,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001102,29327089000321,00679705001102,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
1574,67,NULL,NULL,HDRCS006,Henrys Dr Reserve Cab Sauv 00,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2000
1575,67,NULL,NULL,HDRS056,Henrys Dr Reserve Shiraz 05,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2005
1576,67,NULL,NULL,HDRS066,Henrys Dr Reserve Shiraz 06,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2006
1577,67,NULL,NULL,HDRS076,Henrys Dr Reserve Shiraz 07,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2007
1578,67,NULL,NULL,HDRS086,Henrys Dr Reserve Shiraz 08,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001102,NULL,00679705001102,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2008
1579,67,NULL,NULL,HDRS096,Henrys Dr Reserve Shiraz 09,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001102,NULL,00679705001102,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2009
1580,67,NULL,NULL,HDSB186,H Sauv Blanc 18 - NEW,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002604,29327089002608,00679705002604,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
1581,67,NULL,NULL,HDSB196,H Sauv Blanc 19,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002604,29327089002608,00679705002604,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
1582,67,NULL,NULL,HDSC096,Henrys Drive Shiraz Cab 09,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002109,NULL,00679705002109,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2009
1583,67,NULL,NULL,HDSC106,Henrys Drive Shiraz Cab 10,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002109,NULL,00679705002109,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
1584,67,NULL,NULL,HDSC126,Henrys Drive Shiraz Cab 12,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002109,NULL,00679705002109,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2012
1585,67,NULL,NULL,HDSC136,Henrys Drive Shiraz Cab 13,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002109,NULL,00679705002109,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
1586,67,NULL,NULL,HDSC146,Henrys Drive Shiraz Cab 14,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002109,29327089001915,00679705002109,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
1587,67,NULL,NULL,HDSC176,Henrys Drive Shiraz Cab 17-NEW,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002109,29327089001915,00679705002109,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
1588,67,NULL,NULL,HDSC196,Henrys Drive Shiraz Cab 19,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705002109,29327089001915,00679705002109,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
1589,67,NULL,NULL,HDSH037,Henrys Dr Shiraz 03,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2003
1590,67,NULL,NULL,HDSH047,Henrys Dr Shiraz 04,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2004
1591,67,NULL,NULL,HDSH057,Henrys Dr Shiraz 05,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2005
1592,67,NULL,NULL,HDSH067,Henrys Dr Shiraz 06,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2006
1593,67,NULL,NULL,HDSH077,Henrys Dr Shiraz 07,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2007
1594,67,NULL,NULL,HDSH087,Henrys Dr Shiraz 08,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2008
1595,67,NULL,NULL,HDSH096,Henrys Dr Shiraz 09,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2009
1596,67,NULL,NULL,HDSH106,Henrys Dr Shiraz 10,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,679705001003,NULL,00679705001003,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
