DISTRIBUTOR_FTS_ID,DISTRIBUTOR_FDC_ID,DISTRIBUTOR_NAME,DISTRIBUTOR_ADDRESS,DISTRIBUTOR_STATE,DISTRIBUTOR_CITY,DISTRIBUTOR_ZIP
,6214117,N.H. SCHEPPERS DISTRIBUTING - JEFFERSON,PO BOX 104145,MO,JEFFERSON CITY,65110
,6214119,NITTANY BEVERAGE,139 N PATTERSON ST,PA,STATE COLLEGE,16801
,6214120,N.H. SCHEPPERS DISTRIBUTING - COLUMBIA,1306 HATHMAN PL,MO,COLUMBIA,65201
,6214123,REPUBLIC NATIONAL DIST - DEERFIELD BEACH,441 SW 12TH AVE,FL,DEERFIELD BEACH,33442
,6214124,REPUBLIC NATIONAL DIST - JACKSONVILLE,9423 MAIN ST N,FL,JACKSONVILLE,32218
,6214125,NORTHEAST BEV. OF CT - BETHEL,11 DURANT AVE,CT,BETHEL,06801
,6214129,NORTHWEST BEVERAGES LLC - KENT,10500 NE 8TH ST,WA,BELLEVUE,98004
,6214136,ONONDAGA BEVERAGE CORP.,P O BOX 4921,NY,LIVERPOOL,13221
,6214137,OWASCO BEVERAGE INC.,1886 CLARK STREET ROAD,NY,AUBURN,13021
,6214138,PACIFIC BEVERAGE COMPANY @ SANTA BARBARA,5305 EKWILL ST,CA,SANTA BARBARA,93111
,6214139,PARADISE BEVERAGES INC. - WAIPAHU,94-1450 MOANIANI ST,HI,WAIPAHU,96797
,6214140,PREMIUM DISTRIBUTORS - VA (CHANTILLY),15001 NORTHRIDGE DR,VA,CHANTILLY,20151
,6214141,POINT BLANK DISTRIBUTING,2730 NE RIVERSIDE WAY,OR,PORTLAND,97211
,6214143,SPECIALTY BEER & WINE,B 23,OR,FAIRVIEW,97024
,6214146,PAW-PAW WINE DISTRIBUTORS,816 S KALAMAZOO ST,MI,PAW PAW,49079
,6214151,POWERS DISTRIBUTING CO.,3700 GIDDINGS RD,MI,ORION,48359
,6214152,PREMIUM BEVERAGE CO. - AL,928 N RAILROAD AVE,AL,OPELIKA,36801
,6214156,PESTINGER DISTRIBUTING CO. INC.,3039 US HWY 24,KS,BELOIT,67420
,6214162,BROWAR POLSKA INC,801 SOUTH HOLGATE STREET,WA,SEATTLE,98134
,6214163,ROBERT CHICK FRITZ,2351 MASCOUTAH AVE,IL,BELLEVILLE,62220
,6214164,R.A. JEFFREYS - GOLDSBORO,2026 US HWY 70 W,NC,GOLDSBORO,27530
,6214165,R.A. JEFFREYS - GREENVILLE,1950 N GREENE ST,NC,GREENVILLE,27834
,6214168,R.H. BARRINGER - GREENSBORO,1620 FAIRFAX RD,NC,GREENSBORO,27407
,6214170,ROCCO J. TESTANI INC.,P O BOX 746,NY,BINGHAMTON,13902
,6214173,RAVE ASSOCIATES,6701 JACKSON RD,MI,ANN ARBOR,48103
,6214174,SHANGY INC.,40 MAIN ST,PA,EMMAUS,18049
,6214180,S & C IMPORTERS,200 NORTHWOOD WAY,ID,KETCHUM,83340
,6214182,7G DISTRIBUTING  INC. - CEDAR RAPIDS,9925 6TH STREET SOUTHWEST,IA,CEDAR RAPIDS,52404
,6214183,SUMMIT DISTRIBUTING - MO,3201 RIDER TRL S,MO,EARTH CITY,63045
,6214184,SCHILLING DISTRIBUTING CO.  INC.,PO BOX 2279,LA,LAFAYETTE,70502
,6214185,SOUND BEVERAGE DISTRIBUTING - BELLINGHAM,3901 AIRPORT WAY,WA,BELLINGHAM,98226
,6214188,STANDARD DIST OF DE,100 N MEWS DR,DE,NEW CASTLE,19720
,6214189,SELECT WINES,14000 WILLARD ROAD,VA,CHANTILLY,20151
,6214191,STRATHMAN SALES CO INC,2127 SE LAKEWOOD BLVD,KS,TOPEKA,66605
,6214195,SILVER EAGLE DISTRIBUTING,P O BOX 2743,TX,HOUSTON,77252
,6214197,SKOKIE VALLEY BEVERAGE CO.,199 SHEPARD AVE,IL,WHEELING,60090
,6214198,SKYLAND ASHEVILLE DIST,P O BOX 17008,NC,ASHEVILLE,28806
,6214200,SOUTHERN WINE & SPIRITS - LAS VEGAS,8400 S JONES BLVD,NV,LAS VEGAS,89139
,6214202,STAR DISTRIBUTORS,10 EDER ROAD,CT,WEST HAVEN,06516
,6214205,WIL FISCHER - KS,3140 S 28TH ST,KS,KANSAS CITY,66106
,6214206,SENECA WHOLESALE,36 N 8TH ST,KS,SENECA,66538
,6214210,STANISLAUS DIST. CO.,416 HOSMER AVE,CA,MODESTO,95351
,6214211,BUDWEISER OF MEMPHIS,7625 APPLING CENTER DR,TN,MEMPHIS,38133
,6214215,SUPERIOR BEVERAGE - COLUMBUS,871 MICHIGAN AVE,OH,COLUMBUS,43215
,6214220,TRI-EAGLE SALES - OCALA,1314 SW 17TH ST,FL,OCALA,34471
,6214221,TOWN & COUNTRY DIST. INC.,1050 ARDMORE AVE,IL,ITASCA,60143
,6214222,TONY SAVATT,19 SHINGISS ST,PA,MC KEES ROCKS,15136
,6214224,TENNESSEE CROWN - CHATTANOOGA,3875 N HAWTHORNE ST,TN,CHATTANOOGA,37406
,6214232,TETON DISTRIBUTORS - WORLAND,821 PULLIAM AVE,WY,WORLAND,82401
,6214233,UNION BEER DISTRIBUTORS,1213 GRAND ST,NY,BROOKLYN,11211
,6214235,UNITED BEV. OF NC - HICKORY,105 9TH STREET NORTHWEST,NC,HICKORY,28601
,6214236,VINTAGE IMPORTS LLC,2400 HUMBOLDT ST,CO,DENVER,80205
,6214238,PESTINGER DISTRIBUTING - SALINA,1825 BAILEY RD,KS,SALINA,67401
,6214239,WESTY BEER DISTRIBUTOR,420 SAINT JOHNS CHURCH ROAD,PA,CAMP HILL,17011
,6214240,HIGH DESERT - BAKERSFIELD,BOX 40310,CA,BAKERSFIELD,93309
,6214241,WARREN DIST. - SOUTH,200 SO ROUTE 73,NJ,BLUE ANCHOR,07836
,6214242,TETON DISTRIBUTORS - WORLAND,821 PULLIAM AVE,WY,WORLAND,82401
,6214243,WESTERN WYOMING BEVERAGES - ROCK SPRINGS,100 RELIANCE RD,WY,ROCK SPRINGS,82901
,6214244,31ST & WHARTON,3000 MEETINGHOUSE ROAD,PA,PHILADELPHIA,19154
,6214245,BREAKTHRU MN - WINE&SPIRITS,489 PRIOR AVENUE NORTH,MN,SAINT PAUL,55104
,6214246,WIL FISCHER - KS,17501 W 98TH ST,KS,LENEXA,66219
,6214251,WESTERN BEVERAGE INC-HAYS,2100 OLD HWY 40,KS,HAYS,67601
,6214253,WESTERN DISTRIBUTING - WY,PO BOX 1969,WY,CASPER,82601
,6214256,BREAKTHRU MN,489 N PRIOR AVE,MN,SAINT PAUL,55104
,6214258,A & E DISTRIBUTORS INC.,13 CHOCKSETT RD,MA,STERLING,01564
,6214260,ATLAS DISTRIBUTING INC.,44 SOUTHBRIDGE ST,MA,AUBURN,01501
,6214264,ACE BEER DISTRIBUTING - CHAMBERSBURG INV,80 INDUSTRIAL DR,PA,CHAMBERSBURG,17201
,6214265,ALLSTATE BEVERAGE COMPANY,130 6TH ST,AL,MONTGOMERY,36104
,6214267,BOENING BROTHERS,P O BOX 537,NY,LINDENHURST,11757
,6214269,BAYSIDE DISTRIBUTING,P O BOX 710,NH,EPPING,03042
,6214270,BUFFALO BEVERAGE CORP,3080 WILLIAM ST,NY,BUFFALO,14227
,6214277,CRESCENT CROWN - PHOENIX,402 S 54TH PL,AZ,PHOENIX,85034
,6214279,CLARKE DISTRIBUTING INC.,472 WINCHESTER ST,NH,KEENE,03431
,6214282,CAPITAL COORS COMPANY - W. SAC,2424 DEL MONTE ST,CA,WEST SACRAMENTO,95691
,6214283,COLUMBIA DISTRIBUTING - KENT,20301 59TH AVE S,WA,KENT,98032
,6214284,CONE DISTRIBUTING INC. - OCALA,1551 NORTHWEST 44TH AVENUE,FL,OCALA,34482
,6214285,CARDINAL DISTRIBUTING,1750 EVERGREEN DR,MT,BOZEMAN,59715
,6214289,FABIANO BROTHERS - MI,1219 NORTH MISSION STREET,MI,MOUNT PLEASANT,48858
,6214290,GOLD COAST BEVERAGE - MIAMI,3325 NW 70TH AVE,FL,MIAMI,33122
,6214292,GALLI BEER DISTRIBUTING CO.,800 ANDERSON ST,PA,NEW KENSINGTON,15068
,6214293,GLAZER WHOLESALE - DALLAS,2001 DIPLOMAT DR,TX,FARMERS BRANCH,75234
,6214294,GLAZER WHOLESALE - HOUSTON,9350 E POINT DR,TX,HOUSTON,77054
,6214296,GLAZER WHOLESALE - AMARILLO,4101 AMARILLO ST,TX,ABILENE,79602
,6214297,GLAZER WHOLESALE - ODESSA,STREET,TX,ODESSA,79761
,6214304,GLAZER WHOLESALE LA - SHREVEPORT,909 W 62ND ST,LA,SHREVEPORT,71106
,6214306,GLAZER WHOLESALE - LAFAYETTE,P O BOX 90737,LA,LAFAYETTE,70506
,6214307,GREAT STATE BEVERAGES INC.,1000 QUALITY DRIVE,NH,HOOKSETT,03106
,6214311,GLAZER WHOLESALE - ST. LOUIS,1 GLAZER WAY,MO,SAINT CHARLES,63301
,6214315,H & H DISTRIBUTING CO. - RHINELANDER,1517 EAGLE ST,WI,RHINELANDER,54501
,6214318,WATSON KUNDA & SONS,349 S HENDERSON RD,PA,KING OF PRUSSIA,19406
,6214320,LUCE & SON INC.,2399 VALLEY ROAD,NV,RENO,89512
,6214321,LLOYDS DISTRIBUTING CO.,P O BOX 98 RR 1 HIGHWAY 67,MO,KIRKSVILLE,63501
,6214326,JARBOE SALES COMPANY/ MARRS,6833 E READING PL,OK,TULSA,74115
,6214329,NATIONAL DISTRIBUTORS - ME,116 WALLACE AVENUE,ME,SOUTH PORTLAND,04106
,6214330,REPUBLIC NATIONAL DIST - SAVANNAH,1414 MILLS B LANE BLVD,GA,SAVANNAH,31405
,6214332,REPUBLIC NATIONAL DIST - ALBANY,1105 ALBANY CT,GA,ALBANY,31707
,6214335,PREMIUM BEVERAGE CO.,1311 DAYTON ST,CA,SALINAS,93901
,6214337,LIPMAN CO.,P O BOX 280300,TN,NASHVILLE,37228
,6214339,RUDISILL ENTERPRISES INC.,2733 E OZARK AVE,NC,GASTONIA,28054
,6214344,STEVENSON BEER DISTRIBUTING CO. INC.,120 EAST MADISON,TX,TRINITY,75862
,6214345,LARKIN WHOLESALE CO. INC.,P O BOX 1494,MD,HAGERSTOWN,21741
,6214346,CHRIS J. YAHNIS - FLORENCE,823 SOUTH SAINT CLAIRE DRIVE,SC,FLORENCE,29501
,6214347,WM. THIES & SONS INC. - LAKE WORTH,201 NORTH E STREET,FL,LAKE WORTH BEACH,33460
,6214348,WICKSALL DISTRIBUTORS,2325 SYBRANT ROAD,MI,TRAVERSE CITY,49684
,6214349,WESTERN BEVERAGE-DENVER,4545 E 51ST AVE,CO,DENVER,80216
,6214352,HIGH DESERT - LANCASTER,45545 TREVOR AVE,CA,LANCASTER,93534
,6214355,BANKO BEVERAGE - ALLENTOWN,2124 HANOVER AVE,PA,ALLENTOWN,18109
,6214357,CORNERSTONE WINE AND SPIRITS LLC,5602 ELWOOD AVENUE,IN,INDIANAPOLIS,46203
,6214361,D & D BEVERAGE  LLC,923 WRIGHT ST,MN,BRAINERD,56401
,6214364,FISHER BEVERAGE  INC.,3636 SEGER DR,SD,RAPID CITY,57701
,6214365,REPUBLIC NATIONAL DISTRIBUTING GIBSONTON,13040 BAY INDUSTRIAL DRIVE,FL,GIBSONTON,33534
,6214369,LOCHER BROTHERS INC. - GREEN ISLE,18098 365TH AVE,MN,GREEN ISLE,55338
,6214373,NORTH CENTRAL DIST.  INC.,ROUTE 131 WEST,WV,BRIDGEPORT,26301
,6214374,ODOM CORPORATION - HONOLULU (OAHU),949 MAPUNAPUNA ST,HI,HONOLULU,96819
,6214378,STATE DISTRIBUTING COMPANY,400 W INDUSTRIAL LAKE DR,NE,LINCOLN,68528
,6214379,VIKING CCBC - ST CLOUD,4610 RUSAN ST,MN,SAINT CLOUD,56303
,6214380,BUDWEISER DISTRIBUTING CO. - TX,100 S PHILADELPHIA ST,TX,AMARILLO,79104
,6214383,BEN E. KEITH - ABILENE,2141 COTTONWOOD ST,TX,ABILENE,79601
,6214385,BEN E. KEITH - DENTON,PO BOX 2185,TX,DENTON,76202
,6214388,BEN E. KEITH - LLANO,1604 BESSEMER AVE,TX,LLANO,78643
,6214392,AJ MISSERT - WATERTOWN,25510 INDUSTRIAL BLVD,NY,WATERTOWN,13601
,6214393,BEECHWOOD DISTRIBUTORS INC.,5350 SOUTH EMMER DRIVE,WI,NEW BERLIN,53151
,6214395,BELLAVANCE BEVERAGE CO.,1 BUD WAY,NH,NASHUA,03063
,6214396,BETTER BRANDS INC.,908 JACKSON ST,SC,MYRTLE BEACH,29577
,6214397,ALABEV,211 CITATION CT,AL,BIRMINGHAM,35209
,6214399,COMER DISTRIBUTING CO.,P O BOX 10821,SC,ROCK HILL,29730
,6214400,CRAFT BEER GUILD - MA,170 MARKET ST,MA,EVERETT,02149
,6214403,DRINX UNLIMITED,372 ELY AVE,CT,NORWALK,06854
,6214405,FABIANO BROTHERS - BAY CITY,1219 NORTH MISSION STREET,MI,MOUNT PLEASANT,48858
,6214407,FARRELL DISTRIBUTING CORP - S. BURL.,5 HOLMES ROAD,VT,SOUTH BURLINGTON,05403
,6214408,GASKO & MEYER INC.,PO BOX 298,NY,LAKE HUNTINGTON,12752
,6214208,STAGNARO DISTRIBUTING INC,1600 DOLWICK DR,KY,ERLANGER,41018
,6214213,STOKES DISTRIBUTING CO. - HATTIESBURG,314 3RD ST,MS,HATTIESBURG,39401
,6214255,WINE WAREHOUSE - SOUTH,6550 E WASHINGTON BLVD,CA,LOS ANGELES,90040
,6214288,FREDERICK WILDMAN & SONS LTD,2220 91ST ST,NJ,NORTH BERGEN,07047
,6214360,CLEAR RIVER BEVERAGE,PO BOX 565,MN,RUSH CITY,55069
,6214377,SILVER EAGLE DIST - SAN ANTONIO,4609 NEW HIGHWAY 90 WEST,TX,SAN ANTONIO,78237
,6214402,DECRESCENTE DISTRIBUTING,211 N MAIN ST,NY,MECHANICVILLE,12118
,6214414,HOP & WINE BEVERAGE,45490 RURITAN CIR,VA,STERLING,20164
,6214416,IMPERIAL BEVERAGE CO./ ELITE BRANDS,3825 EMERALD DR,MI,KALAMAZOO,49001
,6214417,IOWA BEVERAGE - DES MOINES,2115 NE 58TH AVE,IA,DES MOINES,50313
,6214418,ALLIANCE BEVERAGE,3710 RODGER B CHAFFEE,MI,GRAND RAPIDS,12345
,6214421,MARKETPLACE SELECTIONS,1710 W DETWEILLER DR,IL,PEORIA,61615
,6214422,MCLAUGHLIN & MORAN,40 SLATER RD,RI,CRANSTON,02920
,6214429,PREMIER MIDWEST BEVERAGE - IA,1410 5TH AVE,IA,COUNCIL BLUFFS,51501
,6214430,PREMIUM BEVERAGE SUPPLY,4400 EDGEWYN AVE,OH,HILLIARD,43026
,6214434,TRY-IT DISTRIBUTING CO.,4155 WALDEN AVE,NY,LANCASTER,14086
,6214435,TRYON DISTRIBUTING - CHARLOTTE,4701 STOCKHOLM CT,NC,CHARLOTTE,28273
,6214441,EAGLE DISTRIBUTING CO. INC - TN HG,310 RADFORD PL NE,TN,KNOXVILLE,37917
,6214442,WHITE MOUNTAIN DIST.,JERICHO ROAD,NH,BERLIN,03570
,6214443,HENSLEY,4201 N 45TH AVE,AZ,PHOENIX,85031
,6214445,SOUTHWEST BEVERAGE CO.,3001 INDUSTRIAL AVE,LA,LAKE CHARLES,70615
,6214448,ARKANSAS BEVERAGE - HOT SPRINGS,100 BUDWEISER LN,AR,HOT SPRINGS,71901
,6214455,BOUNTY BEVERAGE,505 LIGON DR,TN,NASHVILLE,37204
,6214457,TRISTAR OF CHATTANOOGA HG,200 SHEARER ST,TN,SODDY DAISY,37379
,6214458,TRISTAR OF COOKEVILLE,3353 WILLIAMS ENTERPRISE DR,TN,COOKEVILLE,38506
,6214459,TRISTAR OF CLARKSVILLE HG,3353 WILLIAMS ENTERPRISE,TN,CLARKSVILLE,38506
,6214462,WEST TENNESSEE BEVERAGE CO.,2069 WILMA RUDOLPH BLVD,TN,CLARKSVILLE,37040
,6214464,LAKESHORE BEV - CHICAGO,4841 S CALIFORNIA AVE,IL,CHICAGO,60632
,6214466,LAKESHORE BEV - MARKHAM,2064 167TH ST,IL,MARKHAM,60428
,6214468,PREMIUM BEVERAGE SALES,2855 S AUSTIN AVE,MO,SPRINGFIELD,65807
,6214470,BEN E. KEITH - AUSTIN,3909 WAREHOUSE ROW,TX,AUSTIN,78704
,6214471,JOHNSON BROTHERS - ND - FARGO,1358 39TH ST N,ND,FARGO,58102
,6214477,BLUE RIDGE BEVERAGE CO. - SALEM,4446 BARLEY DRIVE,VA,SALEM,24153
,6214478,BLUE RIDGE BEVERAGE CO. - LYNCHBURG,2824 CARROLL AVE,VA,LYNCHBURG,24501
,6214482,PREMIER DISTRIBUTING CO. - ALBUQUERQUE,4321 YALE BLVD NE,NM,ALBUQUERQUE,87107
,6214485,EAGLE DIST. - SANTA ROSA,5463 SKYLANE BLVD,CA,SANTA ROSA,95403
,6214491,VALLEY DISTRIBUTORS INC.,880 E FRONT ST,NV,FALLON,89406
,6214493,DONAGHY SALES - FRESNO,2363 S CEDAR AVE,CA,FRESNO,93725
,6214494,BAY AREA BEVERAGE,6195 COLISEUM WAY,CA,OAKLAND,94621
,6214495,GLAZER WHOLESALE IA - SIOUX CITY,2505 MURRAY STREET,IA,SIOUX CITY,51111
,6214496,HOFFMAN BEVERAGE CO.,5464 GREENWICH RD,VA,VA BCH,23462
,6214497,HIGH SIERRA DISTRIBUTING,647 S MAIN ST,CA,BISHOP,93514
,6214498,M. PRICE DISTRIBUTING CO.,1 BUDWEISER ST,VA,HAMPTON,23661
,6214499,PACIFIC BEVERAGE - VENTURA,401 DEL NORTE BLVD,CA,OXNARD,93030
,6214500,CREST BEVERAGE - SAN DIEGO,PO BOX 26640,CA,SAN DIEGO,92196
,6214502,BAKER DISTRIBUTING SOUTH,PO BOX 50,VT,NORTH CLARENDON,05759
,6214506,SOUTHWEST DISTRIBUTING CO. - CRESTON,301 INDUSTRIAL PARKWAY,IA,CRESTON,50801
,6214509,LEGENDS LIMITED,8901 YELLOW BRICK RD,MD,ROSEDALE,21237
,6214510,CLAYPOOL DIST. CO.,102 CLAYPOOL DR,CA,IMPERIAL,92251
,6214513,BURKHARDT SALES & SVC - GAINESVILLE,6125 NORTHWEST 18TH DRIVE,FL,GAINESVILLE,32653
,6214520,A. GALLO CO. OF LITCHFIELD,ROUTE 4 WEST,CT,GOSHEN,06756
,6214522,WENDELL DISTRIBUTING CO. INC.,PO BOX 112,VA,CAPE CHARLES,23310
,6214528,ODOM CORPORATION - SPOKANE,4122 S GROVE RD,WA,SPOKANE,99224
,6214532,HOA BEVERAGE - SPRINGFIELD,2860 S AUSTIN AVE,MO,SPRINGFIELD,65807
,6214533,BIGFOOT BEVERAGES - EUGENE,86776 MCVAY HWY,OR,EUGENE,97405
,6214534,GENERAL DISTRIBUTORS,13895 FIR ST,OR,OREGON CITY,97045
,6214535,ODOM CORPORATION - HAYDEN(COEUR D ALENE),11899 N WARREN ST,ID,HAYDEN,83835
,6214541,GUSTO DISTRIBUTING CO.,PO BOX 3407,MT,GREAT FALLS,59403
,6214545,SAVANNAH DISTRIBUTING - ATLANTA,2860 BANKERS INDUSTRIAL DR,GA,ATLANTA,30360
,6214546,LAMONICA BEVERAGES INC.,4060 ROCK VALLEY PKWY,IL,LOVES PARK,61111
,6214549,BIGFOOT BEVERAGES - NEWPORT,303 NW 22ND ST,OR,NEWPORT,97365
,6214551,CLARK BEVERAGE GROUP - STARKVILLE,110 MILEY DR,MS,STARKVILLE,39759
,6214557,CROWN DISTRIBUTORS LLC - TOPEKA,4435 WESTGATE INDUSTRIAL AREA,KS,TOPEKA,66618
,6214558,F.E.B. DISTRIBUTING CO.  INC.,12155 INTRAPLEX PKWY,MS,GULFPORT,39503
,6214559,STOKES DISTRIBUTING CO. - HATTIESBURG,314 3RD ST,MS,HATTIESBURG,39401
,6214572,LDF SALES & DIST - WICHITA,2959 NORTH ROCK ROAD,KS,WICHITA,67226
,6214573,COLUMBIA DISTRIBUTING - KENT,20301 59TH AVE S,WA,KENT,98032
,6214577,A & L COORS - DURANGO,PO BOX 215,CO,DURANGO,81302
,6214581,COLUMBIA DISTRIBUTING - SPRINGFIELD,4011 INDUSTRIAL AVE,OR,SPRINGFIELD,97478
,6214583,SOUTHERN GLAZER OK,6833 E READING PL,OK,TULSA,74115
,6214584,ALLIED BEVERAGES - VENTURA,2505 PLEASANT VALLEY RD,CA,CAMARILLO,93010
,6214585,IOWA BEVERAGE - CEDAR RAPIDS,1825 EDGEWOOD RD SW,IA,CEDAR RAPIDS,52404
,6214590,SUPERIOR BEVERAGE - COLUMBUS,871 MICHIGAN AVE,OH,COLUMBUS,43215
,6214604,PREMIUM DISTRIBUTORS - CHANTILLY VA,15001 NORTHRIDGE DR,VA,CHANTILLY,20151
,6214606,PREMIUM DISTRIBUTORS - RICHMOND VA,2290 DABNEY RD,VA,RICHMOND,23230
,6214609,MARINE VIEW BEVERAGE - TUMWATER,3166 COUGAR LANE SOUTHWEST,WA,OLYMPIA,98512
,6214611,GREAT BAY DIST. - HOLIDAY,3221 GRAND BLVD,FL,HOLIDAY,34690
,6214616,PISANI CO. - IRONWOOD,1551 EAST COMMERCE STREET,MI,IRONWOOD,49938
,6214621,SOUTHERN WINE & SPIRITS - NEW MEXICO,1601 COMMERCIAL ST NE,NM,ALBUQUERQUE,87102
,6214631,CRAFT BREWERS GUILD - NH,22 CANAL ST,NH,SOMERSWORTH,03878
,6214637,JOHNSON BROTHERS OF NEBRASKA,4202 S 102ND ST,NE,OMAHA,68127
,6214642,GLAZER WHOLESALE - LENEXA,14320 W 101ST TER,KS,LENEXA,66215
,6214647,SPECIALTY BEVERAGE OF VA,1400 COMMERCE RD,VA,RICHMOND,23224
,6214649,SPECIALTY IMPORT - IL - WEB ID,P O BOX 6247,IL,PEORIA,61601
,6214652,WINE WAREHOUSE,6550 E WASHINGTON BLVD,CA,LOS ANGELES,90040
,6214653,WINE WAREHOUSE - NORTH,3463 COLLINS AVE,CA,RICHMOND,94806
,6214657,CRAFT BREWERS GUILD - MA,170 MARKET ST,MA,EVERETT,02149
,6214660,ASSOCIATED DISTRIBUTORS INC.,401 WOODLAKE DR,VA,CHESAPEAKE,23320
,6214661,GASKO & MEYER INC.,P O BOX 298,NY,LAKE HUNTINGTON,12752
,6214666,NORTHEAST BEVERAGE OF CT,32 ROBINSON BLVD,CT,ORANGE,06477
,6214668,HUNTERDON BREWING CO.,45 HOWARD ST,NJ,PHILLIPSBURG,08865
,6214675,A. L. GEORGE INC.,265 INDUSTRIAL PARK DRIVE,NY,BINGHAMTON,13904
,6214679,BLUE RIDGE BEVERAGE CO. - ABINGDON,18177 OAK PARK DRIVE,VA,ABINGDON,24210
,6214681,WEST SIDE BEER - GRAND RAPIDS,5400 PATTERSON AVE SE,MI,GRAND RAPIDS,49512
,6214683,SOUTHERN WINE & SPIRITS - LAS VEGAS,8400 S JONES BLVD,NV,LAS VEGAS,89139
,6214684,GREAT STATE BEVERAGES INC.,1000 QUALITY DRIVE,NH,HOOKSETT,03106
,6214699,KEG 1 COLORADO LLC,4710 NORTHPARK DR,CO,COLORADO SPRINGS,80918
,6214704,ODOM CORPORATION - ANCHORAGE,240 W 1ST AVE,AK,ANCHORAGE,99501
,6214711,BEN E. KEITH - ALL,1805 RECORD CROSSING RD,TX,DALLAS,75235
,6214713,SILVER EAGLE DIST - HOUSTON,P O BOX 2743,TX,HOUSTON,77252
,6214720,CAREY DISTRIBUTORS,110 N DULANY AVE,MD,FRUITLAND,21826
,6214723,WEST SIDE BEER - LANSING,P O BOX 80077,MI,LANSING,48908
,6214729,FLAVORS OF ITALY,875 WAIMANU ST,HI,HONOLULU,96813
,6214732,BROWN DISTRIBUTING CO OF WEST PALM BEACH,PO BOX 6667,FL,WEST PALM BEACH,33405
,6214735,EAGLE DISTRIBUTING CO. - HUNTINGTON  WV,140 3RD AVE W,WV,HUNTINGTON,25701
,6214736,BEVERAGE SOUTH OF AIKEN/COLUMBIA,1715 BLUFF RD,SC,COLUMBIA,29201
,6214737,ORANGEBURG DISTRIBUTORS INC.,685 SPRINKLE AVE,SC,ORANGEBURG,29115
,6214742,CAROLINA BEER CO.,P O BOX 938,SC,ANDERSON,29622
,6214743,BEER SQUARE,4607 WEDGEWOOD BLVD,MD,FREDERICK,21703
,6214744,FLYING DOG BREWERY,402 WATERTOWER CIR,VT,COLCHESTER,05446
,6214752,PENN DISTRIBUTORS - HATFIELD,710 E MAIN ST,PA,NORRISTOWN,19401
,6214755,PENN DISTRIBUTORS INC.,401 DOMINO LN,PA,PHILADELPHIA,19128
,6214756,WILSON-MCGINLEY  INC.,85 36TH ST,PA,PITTSBURGH,15201
,6214763,HAYDEN BEVERAGE - BOISE,2910 E AMITY RD,ID,BOISE,83716
,6214766,BEAUCHAMP DIST CO.,1911 S SANTA FE AVE,CA,COMPTON,90221
,6214769,COLUMBIA DISTRIBUTING - YAKIMA,401 KEYS RD,WA,YAKIMA,98901
,6214772,COLUMBIA DISTRIBUTING - SPRINGFIELD,555 SHELLEY ST,OR,SPRINGFIELD,97477
,6214774,COLUMBIA DISTRIBUTING - PENDLETON,301 NORTHWEST 57TH DRIVE,OR,PENDLETON,97801
,6214777,STONE DISTRIBUTION - ESCONDIDO,1999 CITRACADO PKWY,CA,ESCONDIDO,92029
,6214778,STONE DISTRIBUTION - SAN JOSE,122 COMPONENT DR,CA,SAN JOSE,95131
,6214779,COLUMBIA DISTRIBUTING - POULSBO,22200 DAUNTLESS DR NW,WA,POULSBO,98370
,6214794,KRISTEN DISTRIBUTING CO. - TX,1501 INDEPENDENCE AVE,TX,BRYAN,77803
,6214801,LOHR DISTRIBUTORS INC.,PO BOX 5,MD,OAKLAND,21550
,6214804,BOB HALL LLC,PO BOX 1308,MD,UPPER MARLBORO,20773
,6214805,BOND DISTRIBUTING COMPANY,1220 BERNARD DR,MD,BALTIMORE,21223
,6214808,GLAZER WHOLESALE - EL PASO,240 NORTH CAROLINA DRIVE,TX,EL PASO,79915
,6214813,MATTHEWS DISTRIBUTING CO. - TX,FM 2125 ROAD,TX,BROWNWOOD,76801
,6214816,FISHER59 - DENTON,2421 I 35W NORTH,TX,DENTON,76207
,6214820,PINE STATE TRADING CO,100 ENTERPRISE,ME,GARDINER,04345
,6214822,MAINE DISTRIBUTORS,5 COFFEY ST,ME,BANGOR,04401
,6214823,VALLEY BEVERAGE,PO BOX 2007,ME,LEWISTON,04241
,6214824,ANDREWS DIST CO. OF N TX - DENISON,130 W CRAWFORD ST,TX,DENISON,75021
,6214825,L & F DISTRIBUTORS - BEEVILLE,2600 US 181 SOUTH,TX,BEEVILLE,78102
,6214826,CARSON DISTRIBUTING COMPANY - KERRVILLE,1905 JUNCTION HWY,TX,KERRVILLE,78028
,6214839,TEJAS CERVEZA DISTRIBUTING INC.,1796 I H 35 B EAST A,TX,PEARSALL,78061
,6214841,FAUST DISTRIBUTING - CENTRAL,8751 FLAGSHIP DR,TX,HOUSTON,77029
,6214846,HEIDELBERG DIST - PERRYSBURG,912 3RD ST,OH,PERRYSBURG,43551
,6214853,FAUST DIST. CO.- TRINITY,100 CALVIN STREET,TX,TRINITY,75862
,6214854,GLAZER WHOLESALE TX - SAN ANGELO,130 WEST CRAWFORD,TX,SAN ANGELO,76904
,6214862,DECRESCENTE DISTRIBUTING,211 N MAIN ST,NY,MECHANICVILLE,12118
,6214865,R.H. BARRINGER - GREENSBORO,1620 FAIRFAX RD,NC,GREENSBORO,27407
,6214867,CAFFEY DISTRIBUTING COMPANY,8749 W MARKET ST,NC,GREENSBORO,27409
